Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
4.18396E-3,52.426527374,0.886753408,0.006464446,0.4,0
4.18478E-3,52.845005527,0.886801707,0.006364993,0.418181818,0
4.19164E-3,53.264169362,0.88720507,0.00626554,0.418181818,0
4.22094E-3,53.686262907,0.888912385,0.006166087,0.418181818,0
4.25856E-3,54.112118986,0.891067187,0.006066634,0.436363636,0
4.27802E-3,54.539920633,0.892164966,0.005967181,0.436363636,0
4.29256E-3,54.969176948,0.892978522,0.005867727,0.436363636,0
4.29972E-3,55.399149273,0.893376711,0.005768274,0.436363636,0
4.36777E-3,55.835926695,0.89708799,0.005668821,0.436363636,0
4.41722E-3,56.277648802,0.899703367,0.005569368,0.436363636,0
4.62974E-3,56.740622493,0.910208033,0.005469915,0.436363636,0
4.64875E-3,57.205497303,0.911092348,0.005370462,0.436363636,0
4.71693E-3,57.677190565,0.914192958,0.005271009,0.454545455,0
4.78872E-3,58.156062668,0.917340667,0.005171556,0.454545455,0
4.80232E-3,58.636295037,0.91792396,0.005072103,0.454545455,0
4.86376E-3,59.122671062,0.920507553,0.00497265,0.472727273,0
4.89798E-3,59.612468645,0.921910997,0.004873197,0.490909091,0
4.90772E-3,60.103241072,0.9223063,0.004773744,0.509090909,0
5.29207E-3,60.632448122,0.936395643,0.004674291,0.509090909,0
5.30058E-3,61.16250579,0.936676683,0.004574838,0.509090909,0
5.32128E-3,61.694633899,0.937355567,0.004475385,0.509090909,0
5.41286E-3,62.235919872,0.940272138,0.004375932,0.509090909,0
5.53576E-3,62.789496156,0.943974063,0.004276479,0.509090909,0
5.64105E-3,63.353600751,0.94696225,0.004177026,0.509090909,0
5.66827E-3,63.920427596,0.947708607,0.004077573,0.527272727,0
5.77802E-3,64.498229527,0.950612614,0.00397812,0.527272727,0
5.82977E-3,65.081206901,0.95192552,0.003878667,0.527272727,0
6.20879E-3,65.702086009,0.960534237,0.003779214,0.527272727,0
6.36102E-3,66.338188265,0.96354126,0.003679761,0.545454545,0
6.41106E-3,66.979294407,0.964478762,0.003580308,0.563636364,0
6.53258E-3,67.632552115,0.966656288,0.003480855,0.563636364,0
6.62139E-3,68.29469132,0.968162915,0.003381402,0.581818182,0
6.86886E-3,68.981576832,0.972011282,0.003281949,0.581818182,0
7.09164E-3,69.690741296,0.975076369,0.003182496,0.6,0
7.43534E-3,70.434275736,0.979159777,0.003083043,0.6,0
7.5589E-3,71.190165437,0.98045806,0.00298359,0.618181818,0
7.62251E-3,71.952415969,0.981094589,0.002884137,0.618181818,0
7.6376E-3,72.716176387,0.981242613,0.002784684,0.636363636,0
7.75513E-3,73.491689728,0.9823559,0.002685231,0.654545455,0
7.85004E-3,74.276694157,0.983206524,0.002585778,0.654545455,0
8.27674E-3,75.104368065,0.986551717,0.002486325,0.654545455,0
8.41408E-3,75.945776517,0.987479731,0.002386872,0.654545455,0
8.87875E-3,76.833651758,0.990169981,0.002287419,0.654545455,0
8.96031E-3,77.729682786,0.990578621,0.002187966,0.672727273,0
9.2654E-3,78.656222573,0.99196223,0.002088513,0.690909091,0
9.2979E-3,79.586012414,0.992097084,0.00198906,0.709090909,0
9.55961E-3,80.541973268,0.993103704,0.001889607,0.727272727,0
9.58819E-3,81.500792704,0.993205574,0.001790154,0.745454545,0
9.59394E-3,82.460187091,0.993225881,0.001690701,0.763636364,0
9.75254E-3,83.435441582,0.99376274,0.001591248,0.763636364,0
9.7973E-3,84.415171601,0.993906387,0.001491795,0.781818182,0
9.95603E-3,85.410774553,0.99438969,0.001392342,0.781818182,0
9.9679E-3,86.407564113,0.994424241,0.001292889,0.8,0
1.00303E-2,87.410598545,0.9946026,0.001193436,0.818181818,0
1.02065E-2,88.431252126,0.995075654,0.001093983,0.836363636,0
1.02628E-2,89.457531492,0.995217787,0.00099453,0.854545455,0
1.03647E-2,90.494004239,0.995464949,0.000895077,0.872727273,0
1.07095E-2,91.56495759,0.996210141,0.000795624,0.890909091,0
1.07239E-2,92.637349775,0.996238423,0.000696171,0.909090909,0
1.09603E-2,93.733374908,0.996673888,0.000596718,0.927272727,0
1.11084E-2,94.844210328,0.996920704,0.000497265,0.945454545,0
1.17783E-2,96.022044696,0.997827449,0.000397812,0.945454545,0
1.22767E-2,97.249714979,0.998323926,0.000298359,0.963636364,0
1.29163E-2,98.541348551,0.998798635,0.000198906,0.981818182,0
1.45865E-2,100,0.999496435,0.000099453,1,0
