Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
4.57747E-3,57.56386005,0.908847087,0.004879506,0.452380952,0.692307692
4.58895E-3,58.022754617,0.909393021,0.004779924,0.452380952,0.692307692
4.59006E-3,58.48176109,0.909446062,0.004680343,0.452380952,0.692307692
4.60886E-3,58.942647512,0.91033248,0.004580761,0.476190476,0.692307692
4.70707E-3,59.413354143,0.914823709,0.004481179,0.5,0.692307692
4.75769E-3,59.692268859,0.917050178,0.004381597,0.5,0.692307692
4.79407E-3,59.892761392,0.918614589,0.004381597,0.5,0.769230769
5.24597E-3,60.417358127,0.935752918,0.004282016,0.5,0.769230769
5.28532E-3,60.945889722,0.937062218,0.004182434,0.5,0.769230769
5.34934E-3,61.480824078,0.939135907,0.004082852,0.5,0.769230769
5.422E-3,62.023023795,0.941406342,0.00398327,0.5,0.769230769
5.43797E-3,62.566820983,0.941894083,0.003883689,0.523809524,0.769230769
5.50601E-3,63.117422086,0.943926398,0.003784107,0.523809524,0.769230769
5.67869E-3,63.685291495,0.94877096,0.003684525,0.547619048,0.769230769
6.06446E-3,64.291737808,0.95813509,0.003584943,0.547619048,0.769230769
6.11334E-3,64.903071758,0.959192217,0.003485361,0.547619048,0.769230769
6.23393E-3,65.526464636,0.961687625,0.00338578,0.547619048,0.769230769
6.69519E-3,66.195983353,0.969903356,0.003286198,0.547619048,0.769230769
6.97567E-3,66.893550756,0.974011728,0.003186616,0.547619048,0.769230769
7.07115E-3,67.600666088,0.975278221,0.003087034,0.547619048,0.769230769
7.10342E-3,68.311007806,0.975692082,0.002987453,0.547619048,0.769230769
7.27334E-3,69.038341379,0.977760053,0.002887871,0.547619048,0.769230769
7.31032E-3,69.769372927,0.978186262,0.002788289,0.547619048,0.769230769
7.42982E-3,70.512355277,0.979508588,0.002688707,0.547619048,0.769230769
7.75637E-3,71.28799186,0.982727106,0.002589126,0.547619048,0.769230769
8.44907E-3,72.132899059,0.987978807,0.002489544,0.547619048,0.769230769
8.44929E-3,72.977828186,0.987980186,0.002389962,0.571428571,0.769230769
8.73121E-3,73.850948891,0.98962872,0.00229038,0.595238095,0.769230769
8.85281E-3,74.73622978,0.990268085,0.002190799,0.619047619,0.769230769
9.04579E-3,75.640808403,0.991202805,0.002091217,0.619047619,0.769230769
9.18758E-3,75.849595708,0.991831872,0.001991635,0.619047619,0.769230769
9.70485E-3,76.611293561,0.993768802,0.001991635,0.619047619,0.846153846
9.75331E-3,77.586624602,0.993924818,0.001892053,0.619047619,0.846153846
9.86813E-3,78.573437917,0.994279081,0.001792472,0.642857143,0.846153846
1.04828E-2,79.62171473,0.995852466,0.00169289,0.666666667,0.846153846
1.05212E-2,80.673838505,0.99593512,0.001593308,0.666666667,0.846153846
1.11142E-2,81.447840008,0.997019461,0.001493726,0.69047619,0.846153846
1.13942E-2,81.813254273,0.997425597,0.001493726,0.69047619,0.923076923
1.14377E-2,82.95702518,0.997483601,0.001394145,0.69047619,0.923076923
1.14752E-2,84.10454674,0.997532506,0.001294563,0.714285714,0.923076923
1.14762E-2,85.252165899,0.997533766,0.001194981,0.738095238,0.923076923
1.19249E-2,86.444651711,0.998049819,0.001095399,0.761904762,0.923076923
1.19441E-2,86.61146124,0.998069351,0.000995818,0.785714286,0.923076923
1.2064E-2,87.651049797,0.998186744,0.000995818,0.785714286,1
1.21017E-2,88.861215873,0.998222145,0.000896236,0.80952381,1
1.21463E-2,90.075844731,0.99826318,0.000796654,0.833333333,1
1.27898E-2,91.354821652,0.998759709,0.000697072,0.857142857,1
1.34508E-2,92.699904307,0.999122396,0.000597491,0.880952381,1
1.3865E-2,94.086401566,0.999293384,0.000497909,0.904761905,1
1.38973E-2,95.476129776,0.99930523,0.000398327,0.928571429,1
1.45477E-2,96.930896088,0.999505641,0.000298745,0.952380952,1
1.47567E-2,98.406562168,0.999556853,0.000199164,0.976190476,1
1.59344E-2,100,0.999760717,0.000099582,0.976190476,1
1.59344E-2,100,0.999760717,0,0.976190476,1
